# Species	Genes	Alg.-Conn.	Ht_new.faa	Pb_new.faa	Pc_new.faa	Pf_new.faa	Pk_rmScaff_new.faa	Pv_new.faa	Py_new.faa	Tg_new.faa
8	10	0.104	542_g	3272_g,4993_g	1705_g	1471_g	1760_g	1676_g	2574_g	10869_g,11666_g
7	7	0.364	1809_g	4922_g	656_g	3517_g	675_g	630_g	142_g	*
7	7	0.363	328_g	2508_g	3980_g	4224_g	4076_g	3983_g	2087_g	*
7	7	0.361	2040_g	1636_g	2667_g	704_g	2744_g	2644_g	758_g	*
7	7	0.36	738_g	2153_g	1844_g	1333_g	1886_g	1812_g	2448_g	*
7	7	0.359	951_g	2522_g	4704_g	2857_g	4815_g	4704_g	3770_g	*
7	7	0.358	381_g	770_g	3372_g	831_g	3451_g	3356_g	*	1570_g
7	7	0.357	135_g	2859_g	336_g	644_g	342_g	326_g	1779_g	*
7	7	0.346	*	20_g	34_g	4705_g	41_g	31_g	902_g	4354_g
7	7	0.344	494_g	930_g	448_g	540_g	458_g	431_g	1678_g	*
7	7	0.342	73_g	3881_g	1664_g	1512_g	1721_g	1637_g	2616_g	*
7	7	0.34	628_g	1756_g	1925_g	52_g	1961_g	1888_g	990_g	*
7	7	0.332	1266_g	2433_g	3776_g	4016_g	3854_g	3772_g	2296_g	*
7	7	0.33	1311_g	4062_g	4423_g	2578_g	4528_g	4426_g	4041_g	*
7	7	0.329	512_g	1147_g	4762_g	2910_g	4871_g	4761_g	3720_g	*
7	7	0.328	1063_g	6572_g	2593_g	1077_g	2664_g	2567_g	684_g	*
7	7	0.328	708_g	1460_g	2134_g	786_g	2185_g	2091_g	1187_g	*
7	7	0.324	903_g	2294_g	1421_g	1976_g	1465_g	1396_g	4853_g	*
7	7	0.323	178_g	6430_g	4752_g	2900_g	4862_g	4750_g	3729_g	*
7	7	0.323	751_g	2589_g	3815_g	4053_g	3897_g	3808_g	2260_g	*
7	7	0.321	336_g	6708_g	2910_g	5045_g	2988_g	2880_g	2737_g	*
7	7	0.317	1074_g	1627_g	4415_g	2570_g	4521_g	4418_g	4050_g	*
7	7	0.313	1018_g	6831_g	1938_g	65_g	1975_g	1900_g	1002_g	*
7	7	0.313	1690_g	7088_g	3890_g	4131_g	3974_g	3885_g	2180_g	*
7	7	0.312	1426_g	756_g	2111_g	809_g	2159_g	2069_g	1165_g	*
7	7	0.307	14_g	3518_g	4018_g	4257_g	4115_g	4019_g	2051_g	*
7	7	0.306	1990_g	1393_g	2327_g	2314_g	2395_g	2286_g	1380_g	*
7	7	0.305	1194_g	6466_g	2953_g	1141_g	3031_g	2918_g	3398_g	*
7	7	0.305	764_g	3216_g	2753_g	4371_g	2820_g	2726_g	1957_g	*
7	7	0.304	1252_g	1456_g	4350_g	3781_g	4459_g	4360_g	2868_g	*
7	7	0.299	1920_g	3464_g	4734_g	2886_g	4846_g	4736_g	3743_g	*
7	7	0.299	318_g	7230_g	2551_g	1035_g	2617_g	2525_g	2361_g	*
7	7	0.298	204_g	3368_g	2117_g	803_g	2166_g	2075_g	1171_g	*
7	7	0.295	1030_g	2864_g	4730_g	2882_g	4842_g	4732_g	3747_g	*
7	7	0.294	915_g	3961_g	95_g	4646_g	106_g	91_g	840_g	*
7	7	0.291	1373_g	3916_g	3087_g	4894_g	3155_g	3060_g	4234_g	*
7	7	0.291	683_g	100_g	141_g	4604_g	154_g	134_g	802_g	*
7	7	0.288	360_g	2077_g	3909_g	4148_g	3991_g	3904_g	2164_g	*
7	7	0.286	*	6483_g	1138_g	1892_g	1181_g	1121_g	507_g	6590_g
7	7	0.286	652_g	3655_g	1903_g	30_g	1939_g	1867_g	967_g	*
7	7	0.283	68_g	1623_g	3808_g	4045_g	3890_g	3801_g	2268_g	*
7	7	0.283	696_g	6682_g	1377_g	1665_g	1423_g	1352_g	4811_g	*
7	7	0.281	1270_g	3090_g	2050_g	173_g	2093_g	2008_g	1103_g	*
7	7	0.28	1382_g	3346_g	2142_g	777_g	2194_g	2099_g	1196_g	*
7	7	0.279	828_g	2380_g	2158_g	2141_g	2212_g	2115_g	1211_g	*
7	7	0.278	1345_g	6_g	2140_g	779_g	2192_g	2097_g	1194_g	*
7	7	0.278	1796_g	1114_g	4444_g	2600_g	4551_g	4449_g	4020_g	*
7	7	0.275	867_g	880_g	2887_g	5021_g	2965_g	2856_g	2759_g	*
7	7	0.273	277_g	3439_g	4722_g	2874_g	4834_g	4723_g	3755_g	*
7	7	0.271	640_g	3953_g	3261_g	938_g	3327_g	3241_g	3213_g	*
7	7	0.27	1678_g	313_g	4436_g	2591_g	4541_g	4439_g	4029_g	*
7	7	0.266	1375_g	3554_g	2427_g	2419_g	2497_g	2384_g	1475_g	*
7	7	0.266	633_g	875_g	2826_g	1258_g	2902_g	2799_g	1884_g	*
7	7	0.265	1178_g	4300_g	579_g	3592_g	595_g	556_g	4298_g	*
7	7	0.26	1661_g	6783_g	3208_g	4783_g	3282_g	3182_g	4130_g	*
7	7	0.257	1296_g	3213_g	3676_g	3323_g	3764_g	3620_g	3070_g	*
7	7	0.255	1180_g	1551_g	2956_g	1144_g	3034_g	2921_g	3401_g	*
7	7	0.255	1808_g	3514_g	1655_g	1521_g	1714_g	1628_g	2624_g	*
7	7	0.255	1936_g	354_g	2445_g	2438_g	2514_g	2403_g	1491_g	*
7	7	0.255	810_g	1808_g	4693_g	2847_g	4802_g	4693_g	3780_g	*
7	7	0.252	1385_g	2826_g	3274_g	926_g	3339_g	3253_g	3223_g	*
7	7	0.251	1768_g	4227_g	1115_g	1916_g	1153_g	1097_g	484_g	*
7	7	0.249	1003_g	799_g	2518_g	2512_g	2594_g	2479_g	1562_g	*
7	7	0.248	1757_g	4030_g	4449_g	2606_g	4556_g	4454_g	4015_g	*
7	7	0.243	1570_g	6663_g	2150_g	769_g	2202_g	2107_g	1203_g	*
7	7	0.243	459_g	2057_g	1181_g	1851_g	1226_g	1163_g	552_g	*
7	7	0.241	1926_g	6664_g	2149_g	770_g	2201_g	2106_g	1202_g	*
7	7	0.24	2072_g	2422_g	3436_g	5126_g	3514_g	3432_g	4599_g	*
7	7	0.238	900_g	2950_g	2850_g	4985_g	2926_g	2820_g	2792_g	*
7	7	0.237	1677_g	1575_g	3877_g	4117_g	3961_g	3870_g	2194_g	*
7	7	0.237	739_g	2152_g	1845_g	1332_g	1887_g	1813_g	2447_g	*
7	7	0.236	*	3354_g	243_g	4503_g	260_g	232_g	4435_g	7402_g
7	7	0.234	600_g	1833_g	4540_g	2701_g	4652_g	4549_g	3927_g	*
7	7	0.234	724_g	2023_g	3379_g	824_g	3459_g	3363_g	4549_g	*
7	7	0.234	926_g	1959_g	3818_g	4055_g	3900_g	3810_g	2258_g	*
7	7	0.231	1367_g	1558_g	169_g	4576_g	180_g	163_g	4363_g	*
7	7	0.23	2076_g	3692_g	1447_g	2050_g	1493_g	1424_g	4094_g	*
7	7	0.229	657_g	889_g	952_g	321_g	984_g	937_g	329_g	*
7	7	0.227	1175_g	356_g	2765_g	4356_g	2834_g	2738_g	1943_g	*
7	7	0.226	1091_g	559_g	1549_g	1623_g	1604_g	1528_g	3368_g	*
7	7	0.225	1238_g	1883_g	2678_g	697_g	2752_g	2651_g	766_g	*
7	7	0.225	342_g	3577_g	4221_g	3908_g	4325_g	4232_g	656_g	*
7	7	0.225	587_g	3185_g	2098_g	1127_g	2146_g	2056_g	1152_g	*
7	7	0.224	120_g	6500_g	4346_g	3785_g	4454_g	4356_g	2872_g	*
7	7	0.224	1939_g	2347_g	1368_g	1674_g	1415_g	1344_g	4802_g	*
7	7	0.223	1133_g	738_g	3765_g	4005_g	3843_g	3761_g	2952_g	*
7	7	0.222	1442_g	3246_g	825_g	450_g	858_g	808_g	214_g	*
7	7	0.222	692_g	4193_g	3704_g	3356_g	3793_g	3591_g	3044_g	*
7	7	0.22	1970_g	4026_g	4426_g	2581_g	4531_g	4429_g	4038_g	*
7	7	0.218	613_g	2941_g	828_g	448_g	860_g	810_g	216_g	*
7	7	0.216	1417_g	1377_g	3325_g	873_g	3395_g	3304_g	3274_g	*
7	7	0.215	1565_g	3447_g	2338_g	2326_g	2407_g	2297_g	1391_g	*
7	7	0.214	2052_g	2011_g	2772_g	4348_g	2845_g	2746_g	1935_g	*
7	7	0.213	151_g	2614_g	1158_g	1871_g	1201_g	1141_g	528_g	*
7	7	0.213	172_g	1183_g	14_g	4726_g	17_g	10_g	921_g	*
7	7	0.207	121_g	6499_g	4347_g	3784_g	4455_g	4357_g	2871_g	*
7	7	0.207	1719_g	7228_g	4320_g	3811_g	4428_g	4328_g	2897_g	*
7	7	0.207	793_g	1659_g	3540_g	3191_g	3617_g	3545_g	1828_g	*
7	7	0.207	898_g	4838_g	2192_g	2175_g	2249_g	2148_g	1243_g	*
7	7	0.203	263_g	6780_g	2314_g	2302_g	2381_g	2272_g	1367_g	*
7	7	0.202	1100_g	3771_g	2434_g	2427_g	2503_g	2391_g	1481_g	*
7	7	0.202	1226_g	1267_g	2056_g	180_g	2101_g	2015_g	1110_g	*
7	7	0.202	1949_g	3466_g	3659_g	3307_g	3744_g	3635_g	3086_g	*
7	7	0.201	117_g	1482_g	1593_g	1585_g	1641_g	1565_g	2685_g	*
7	7	0.201	1279_g	3630_g	2558_g	1043_g	2629_g	2533_g	2353_g	*
7	7	0.201	935_g	2406_g	4793_g	2937_g	4899_g	4789_g	3692_g	*
7	7	0.2	1049_g	6730_g	2853_g	4988_g	2929_g	2823_g	2789_g	*
7	7	0.2	1086_g	192_g	2144_g	775_g	2196_g	2101_g	1198_g	*
7	7	0.198	1439_g	6563_g	4092_g	3062_g	4186_g	4110_g	3553_g	*
7	7	0.197	532_g	1476_g	349_g	633_g	354_g	338_g	1767_g	*
7	7	0.196	1079_g	3585_g	2814_g	1245_g	2888_g	2787_g	1897_g	*
7	7	0.196	60_g	4484_g	4354_g	3776_g	4463_g	4364_g	2863_g	*
7	7	0.195	159_g	2996_g	576_g	3595_g	592_g	553_g	4295_g	*
7	7	0.195	1821_g	3709_g	1598_g	1580_g	1646_g	1570_g	2680_g	*
7	7	0.195	2038_g	3233_g	436_g	550_g	448_g	421_g	1688_g	*
7	7	0.195	396_g	203_g	3334_g	864_g	3406_g	3313_g	4511_g	*
7	7	0.194	1539_g	3117_g	1385_g	1657_g	1431_g	1360_g	4819_g	*
7	7	0.193	462_g	3839_g	4696_g	2850_g	4805_g	4696_g	3777_g	*
7	7	0.191	220_g	5208_g	2805_g	1238_g	2881_g	2780_g	1904_g	*
7	7	0.191	357_g	1343_g	3903_g	4142_g	3984_g	3897_g	2170_g	*
7	7	0.191	744_g	3779_g	3531_g	3182_g	3609_g	3536_g	1837_g	*
7	7	0.19	1529_g	630_g	1624_g	1550_g	1685_g	1599_g	2652_g	*
7	7	0.19	1954_g	4437_g	306_g	4456_g	314_g	295_g	4484_g	*
7	7	0.187	674_g	2094_g	1195_g	1839_g	1240_g	1177_g	565_g	*
7	7	0.186	1665_g	6533_g	4463_g	2620_g	4570_g	4468_g	4002_g	*
7	7	0.186	966_g	6452_g	3944_g	4184_g	4028_g	3940_g	2130_g	*
7	7	0.184	1446_g	2575_g	2286_g	2274_g	2354_g	2247_g	1339_g	*
7	7	0.184	1865_g	965_g	328_g	652_g	333_g	318_g	1788_g	*
7	7	0.184	62_g	1322_g	2462_g	2455_g	2534_g	2421_g	1507_g	*
7	7	0.183	1193_g	3934_g	175_g	4568_g	187_g	170_g	4369_g	*
7	7	0.183	228_g	6485_g	2017_g	140_g	2055_g	1974_g	1072_g	*
7	7	0.181	297_g	4316_g	2791_g	4329_g	2865_g	2767_g	1917_g	*
7	7	0.18	1272_g	2225_g	2595_g	1079_g	2666_g	2569_g	686_g	*
7	7	0.18	991_g	3355_g	4125_g	3089_g	4224_g	4141_g	3584_g	*
7	7	0.178	1031_g	2427_g	3796_g	4034_g	3877_g	3791_g	2279_g	*
7	7	0.177	257_g	1494_g	456_g	531_g	466_g	440_g	1669_g	*
7	7	0.176	1048_g	5917_g	4778_g	2925_g	4885_g	4776_g	3705_g	*
7	7	0.174	1619_g	6769_g	2156_g	762_g	2209_g	2113_g	1209_g	*
7	7	0.174	541_g	3273_g	1706_g	1470_g	1761_g	1677_g	2573_g	*
7	7	0.174	752_g	7094_g	51_g	4690_g	58_g	47_g	888_g	*
7	7	0.173	1102_g	3876_g	451_g	537_g	460_g	434_g	1675_g	*
7	7	0.172	697_g	6683_g	1378_g	1664_g	1424_g	1353_g	4812_g	*
7	7	0.171	112_g	435_g	1922_g	49_g	1957_g	1884_g	986_g	*
7	7	0.171	988_g	6334_g	106_g	4638_g	114_g	99_g	833_g	*
7	7	0.17	2000_g	6531_g	4597_g	2755_g	4709_g	4602_g	3877_g	*
7	7	0.169	1239_g	2051_g	4601_g	2758_g	4713_g	4606_g	3874_g	*
7	7	0.164	*	524_g	2957_g	1145_g	3035_g	2922_g	3402_g	2420_g
7	7	0.163	122_g	540_g	4348_g	3783_g	4456_g	4358_g	2870_g	*
7	7	0.163	1687_g	3189_g	1800_g	1378_g	1841_g	1767_g	2487_g	*
7	7	0.162	1024_g	6521_g	1777_g	1396_g	1824_g	1748_g	2504_g	*
7	7	0.16	1292_g	6473_g	1843_g	1334_g	1885_g	1811_g	2449_g	*
7	7	0.16	1635_g	6891_g	684_g	3489_g	707_g	660_g	114_g	*
7	7	0.159	401_g	2911_g	1451_g	2054_g	1497_g	1428_g	4098_g	*
7	7	0.158	1613_g	665_g	11_g	4730_g	14_g	7_g	924_g	*
7	7	0.157	1475_g	715_g	2374_g	2362_g	2451_g	2333_g	1426_g	*
7	7	0.156	1047_g	6435_g	4777_g	2924_g	4884_g	4775_g	3706_g	*
7	7	0.155	222_g	620_g	2803_g	1236_g	2879_g	2778_g	1906_g	*
7	7	0.154	564_g	7055_g	4142_g	3104_g	4240_g	4156_g	3600_g	*
7	7	0.152	1286_g	2297_g	154_g	4590_g	166_g	147_g	789_g	*
7	7	0.151	211_g	2913_g	3474_g	5165_g	3555_g	3468_g	3017_g	*
7	7	0.148	*	1548_g	2153_g	765_g	2206_g	2110_g	1206_g	979_g
7	7	0.147	1686_g	1254_g	1391_g	1651_g	1436_g	1365_g	4824_g	*
7	7	0.147	819_g	3165_g	746_g	3424_g	782_g	722_g	53_g	*
7	7	0.146	1894_g	680_g	4080_g	3050_g	4171_g	4097_g	3540_g	*
7	7	0.144	1289_g	1352_g	3406_g	5105_g	3487_g	3389_g	4577_g	*
7	7	0.144	1564_g	3217_g	2361_g	2350_g	2428_g	2320_g	1414_g	*
7	7	0.144	584_g	2769_g	2255_g	2240_g	2316_g	2213_g	1306_g	*
7	7	0.141	1393_g	1426_g	195_g	4549_g	212_g	189_g	4388_g	*
7	7	0.14	1909_g	4055_g	4163_g	3123_g	4260_g	4177_g	3619_g	*
7	7	0.14	848_g	3054_g	4788_g	2932_g	4894_g	4783_g	3698_g	*
7	7	0.139	134_g	3313_g	337_g	643_g	343_g	327_g	1778_g	*
7	7	0.139	463_g	558_g	4695_g	2849_g	4804_g	4695_g	3778_g	*
7	7	0.139	87_g	1849_g	930_g	343_g	970_g	914_g	316_g	*
7	7	0.138	812_g	2813_g	3792_g	4031_g	3873_g	3788_g	2283_g	*
7	7	0.137	95_g	5234_g	*	2248_g	2324_g	2221_g	1315_g	633_g
7	7	0.136	1902_g	4396_g	3253_g	946_g	3319_g	3233_g	3205_g	*
7	7	0.135	356_g	1868_g	3902_g	4141_g	3983_g	3896_g	2171_g	*
7	7	0.133	1131_g	2978_g	2218_g	2201_g	2279_g	2175_g	1271_g	*
7	7	0.133	1524_g	2988_g	4303_g	3830_g	4405_g	4310_g	2916_g	*
7	7	0.132	1173_g	90_g	4570_g	2728_g	4682_g	4576_g	3901_g	*
7	7	0.132	246_g	3384_g	2031_g	153_g	2070_g	1988_g	1084_g	*
7	7	0.131	749_g	6771_g	2154_g	764_g	2207_g	2111_g	1207_g	*
7	7	0.13	288_g	1936_g	3834_g	4072_g	3914_g	3825_g	2241_g	*
7	7	0.13	6_g	6794_g	886_g	390_g	922_g	867_g	270_g	*
7	7	0.13	786_g	6840_g	1849_g	1329_g	1890_g	1815_g	2445_g	*
7	7	0.129	1236_g	4443_g	4395_g	3737_g	4506_g	4401_g	2826_g	*
7	7	0.129	1457_g	1801_g	3655_g	3303_g	3740_g	3639_g	3090_g	*
7	7	0.127	182_g	5525_g	1096_g	1937_g	1129_g	1076_g	464_g	*
7	7	0.125	885_g	3670_g	2467_g	2459_g	2539_g	2426_g	1511_g	*
7	7	0.122	1602_g	*	670_g	3504_g	690_g	644_g	128_g	7838_g
7	7	0.121	306_g	1752_g	4579_g	2738_g	4691_g	4584_g	3894_g	*
7	7	0.12	503_g	1910_g	3065_g	4916_g	3132_g	3037_g	4257_g	*
7	7	0.117	1229_g	724_g	4340_g	3792_g	4447_g	4350_g	2879_g	*
7	7	0.117	71_g	1685_g	1666_g	1510_g	1723_g	1639_g	2614_g	*
7	7	0.117	771_g	386_g	3898_g	4138_g	3980_g	3892_g	2174_g	*
7	7	0.116	1978_g	3772_g	2432_g	2425_g	2502_g	2389_g	1479_g	*
7	7	0.116	321_g	4178_g	3640_g	3290_g	3724_g	3653_g	3103_g	*
7	7	0.116	924_g	1966_g	83_g	4660_g	92_g	78_g	855_g	*
7	7	0.114	1429_g	3758_g	1929_g	56_g	1966_g	1892_g	994_g	*
7	7	0.114	372_g	729_g	817_g	456_g	853_g	802_g	208_g	*
7	7	0.114	49_g	3141_g	3320_g	878_g	3390_g	3300_g	3269_g	*
7	7	0.112	207_g	3455_g	1877_g	1303_g	1918_g	1841_g	2420_g	*
7	7	0.111	1824_g	587_g	2958_g	1146_g	3036_g	2923_g	3403_g	*
7	7	0.111	69_g	1624_g	3806_g	4044_g	3888_g	3799_g	2270_g	*
7	7	0.111	957_g	4250_g	2442_g	2435_g	2511_g	2400_g	1488_g	*
7	7	0.11	1039_g	3563_g	4466_g	2623_g	4573_g	4471_g	3999_g	*
7	7	0.11	1412_g	2431_g	1955_g	81_g	1993_g	1916_g	1018_g	*
7	7	0.109	1230_g	5504_g	3653_g	3302_g	3736_g	3641_g	3092_g	*
7	7	0.108	1156_g	1280_g	2824_g	1256_g	2898_g	2797_g	1886_g	*
7	7	0.108	620_g	2505_g	3848_g	4087_g	3930_g	3839_g	2226_g	*
7	7	0.107	*	1459_g	2133_g	787_g	2184_g	2090_g	1186_g	6749_g
7	7	0.107	831_g	1416_g	3872_g	4112_g	3956_g	3865_g	2199_g	*
7	7	0.107	894_g	6625_g	922_g	351_g	962_g	905_g	307_g	*
7	7	0.106	1751_g	4829_g	2386_g	2372_g	2460_g	2343_g	1436_g	*
7	7	0.105	376_g	939_g	3012_g	1192_g	3081_g	2965_g	3451_g	*
7	7	0.103	1622_g	640_g	3363_g	841_g	3438_g	3345_g	4533_g	*
7	7	0.103	625_g	1699_g	2093_g	1120_g	2138_g	2049_g	1145_g	*
7	7	0.102	1308_g	1031_g	4385_g	3747_g	4496_g	4392_g	2836_g	*
7	7	0.102	91_g	2990_g	1941_g	68_g	1978_g	1903_g	1005_g	*
7	7	0.101	908_g	2295_g	152_g	4593_g	164_g	145_g	791_g	*
7	7	0.1	499_g	2587_g	845_g	431_g	880_g	827_g	231_g	*
7	7	0.0998	1082_g	4387_g	687_g	3485_g	712_g	664_g	110_g	*
7	7	0.0983	85_g	2007_g	932_g	341_g	972_g	916_g	318_g	*
7	7	0.0976	*	2673_g	1568_g	1603_g	1622_g	1547_g	2707_g	9023_g
7	7	0.0974	438_g	3678_g	723_g	3447_g	749_g	701_g	74_g	*
7	7	0.0974	799_g	1199_g	1920_g	47_g	1955_g	1882_g	984_g	*
7	7	0.0967	1491_g	2275_g	1279_g	1764_g	1323_g	1257_g	4715_g	*
7	7	0.0961	1977_g	6632_g	1762_g	1413_g	1808_g	1733_g	2519_g	*
7	7	0.0957	12_g	4416_g	4015_g	4254_g	4112_g	4016_g	2054_g	*
7	7	0.095	*	1119_g	1801_g	1377_g	1843_g	1768_g	2486_g	570_g
7	7	0.095	1702_g	6859_g	847_g	429_g	882_g	829_g	233_g	*
7	7	0.0941	245_g	3383_g	2032_g	154_g	2071_g	1989_g	1085_g	*
7	7	0.094	1695_g	1717_g	1612_g	1561_g	1775_g	1587_g	2664_g	*
7	7	0.0938	548_g	1941_g	704_g	3467_g	729_g	682_g	93_g	*
7	7	0.0934	2065_g	4151_g	1438_g	2040_g	1484_g	1415_g	4086_g	*
7	7	0.0933	*	1035_g	4533_g	2694_g	4646_g	4542_g	3934_g	7520_g
7	7	0.0926	1904_g	3681_g	2279_g	2267_g	2346_g	2240_g	1333_g	*
7	7	0.0917	1461_g	3023_g	25_g	4714_g	32_g	22_g	910_g	*
7	7	0.0915	732_g	3752_g	921_g	353_g	960_g	903_g	305_g	*
7	7	0.0908	667_g	6642_g	4479_g	2636_g	4592_g	4486_g	3986_g	*
7	7	0.089	710_g	2321_g	2136_g	784_g	2187_g	2093_g	1189_g	*
7	7	0.0883	1889_g	3309_g	3382_g	821_g	3462_g	3366_g	4552_g	*
7	7	0.0882	1115_g	1855_g	1100_g	1932_g	1135_g	1081_g	469_g	*
7	7	0.0875	*	2808_g	1782_g	1393_g	1826_g	1752_g	2501_g	6514_g
7	7	0.0863	1427_g	2828_g	3127_g	4854_g	3202_g	3099_g	4196_g	*
7	7	0.0857	1980_g	1382_g	2482_g	2476_g	2556_g	2443_g	1527_g	*
7	7	0.0857	714_g	2390_g	2270_g	2258_g	2336_g	2231_g	1324_g	*
7	7	0.0855	89_g	3834_g	929_g	344_g	969_g	913_g	315_g	*
7	7	0.0854	767_g	4189_g	3766_g	4006_g	3844_g	3762_g	2951_g	*
7	7	0.0852	1798_g	2754_g	1442_g	2045_g	1488_g	1419_g	4091_g	*
7	7	0.0851	395_g	6134_g	93_g	4650_g	103_g	89_g	844_g	*
7	7	0.0843	90_g	3835_g	928_g	345_g	968_g	912_g	314_g	*
7	7	0.0832	*	1771_g	3336_g	862_g	3407_g	3315_g	4513_g	5077_g
7	7	0.0832	510_g	957_g	1613_g	1560_g	1674_g	1588_g	2663_g	*
7	7	0.0826	*	417_g	1342_g	1700_g	1388_g	1321_g	4777_g	4622_g
7	7	0.0823	846_g	5380_g	3430_g	5120_g	3508_g	3426_g	4592_g	*
7	7	0.0817	1543_g	1083_g	974_g	300_g	1005_g	958_g	347_g	*
7	7	0.0815	1912_g	3396_g	903_g	370_g	941_g	885_g	287_g	*
7	7	0.0811	547_g	59_g	703_g	3468_g	728_g	681_g	94_g	*
7	7	0.0809	1235_g	917_g	4453_g	2610_g	4560_g	4458_g	4011_g	*
7	7	0.0808	1479_g	5464_g	2354_g	2341_g	2421_g	2311_g	1405_g	*
7	7	0.0804	379_g	1928_g	2138_g	782_g	2189_g	2095_g	1191_g	*
7	7	0.0799	1195_g	971_g	3304_g	895_g	3373_g	3283_g	3252_g	*
7	7	0.0785	1073_g	1628_g	4416_g	2571_g	4522_g	4419_g	4049_g	*
7	7	0.0764	983_g	4064_g	894_g	380_g	932_g	876_g	279_g	*
7	7	0.0757	1275_g	3115_g	4215_g	3914_g	4319_g	4226_g	650_g	*
7	7	0.0754	275_g	3122_g	982_g	292_g	1013_g	966_g	355_g	*
7	7	0.0749	504_g	1909_g	3066_g	4915_g	3134_g	3038_g	4256_g	*
7	7	0.074	407_g	3626_g	2798_g	1232_g	2875_g	2774_g	1910_g	*
7	7	0.0733	1027_g	6713_g	1188_g	1844_g	1233_g	1170_g	559_g	*
7	7	0.0733	827_g	2260_g	2157_g	761_g	2211_g	2114_g	1210_g	*
7	7	0.073	20_g	1180_g	2244_g	2229_g	2304_g	2201_g	1296_g	*
7	7	0.0725	1901_g	475_g	1266_g	1775_g	1312_g	1245_g	4704_g	*
7	7	0.0715	146_g	1160_g	2897_g	5031_g	2974_g	2865_g	2751_g	*
7	7	0.0707	537_g	1203_g	1311_g	1730_g	1358_g	1292_g	4748_g	*
7	7	0.0703	1315_g	6764_g	1156_g	1873_g	1199_g	1139_g	526_g	*
7	7	0.0703	1440_g	790_g	3570_g	3224_g	3655_g	3718_g	3168_g	*
7	7	0.0699	1254_g	568_g	1326_g	1715_g	1372_g	1306_g	4763_g	*
7	7	0.0695	2055_g	4427_g	371_g	610_g	379_g	361_g	1744_g	*
7	7	0.0687	1713_g	1879_g	4555_g	2716_g	4670_g	4564_g	3913_g	*
7	7	0.0687	1756_g	1232_g	651_g	3523_g	669_g	625_g	147_g	*
7	7	0.0681	1111_g	3641_g	3885_g	4125_g	3969_g	3879_g	2186_g	*
7	7	0.0675	50_g	3142_g	3321_g	877_g	3391_g	3301_g	3270_g	*
7	7	0.0674	1028_g	7235_g	3947_g	4186_g	4030_g	3942_g	2126_g	*
7	7	0.067	1786_g	745_g	1811_g	1368_g	1854_g	1778_g	2477_g	*
7	7	0.0669	337_g	6709_g	2908_g	5043_g	2986_g	2878_g	2738_g	*
7	7	0.0663	*	1175_g	1401_g	1642_g	1444_g	1375_g	4833_g	11878_g
7	7	0.0653	534_g	611_g	4204_g	3925_g	4305_g	4216_g	641_g	*
7	7	0.0652	173_g	1184_g	13_g	4727_g	16_g	9_g	922_g	*
7	7	0.0639	509_g	1822_g	1614_g	1559_g	1675_g	1589_g	2662_g	*
7	7	0.0634	1888_g	3971_g	2948_g	1136_g	3022_g	2913_g	3394_g	*
7	7	0.0634	514_g	7205_g	4384_g	3748_g	4495_g	4391_g	2837_g	*
7	7	0.0629	1688_g	1464_g	3633_g	3283_g	3717_g	3660_g	3111_g	*
7	7	0.0624	502_g	1544_g	3343_g	855_g	3414_g	3323_g	4520_g	*
7	7	0.0623	556_g	909_g	1047_g	230_g	1080_g	1027_g	417_g	*
7	7	0.0614	1322_g	1569_g	179_g	4564_g	191_g	174_g	4373_g	*
7	7	0.0612	1483_g	2794_g	3977_g	4221_g	4073_g	3980_g	2089_g	*
7	7	0.0612	5_g	3727_g	884_g	391_g	920_g	865_g	*	8646_g
7	7	0.0609	1538_g	6916_g	577_g	3594_g	593_g	554_g	4296_g	*
7	7	0.06	783_g	4020_g	1094_g	1939_g	1127_g	1074_g	462_g	*
7	7	0.0594	1352_g	2443_g	4635_g	2790_g	4745_g	*	3841_g	78_g
7	7	0.0593	361_g	345_g	3907_g	4146_g	3988_g	3901_g	2166_g	*
7	7	0.0587	15_g	2604_g	4020_g	4259_g	4117_g	4021_g	2049_g	*
7	7	0.0587	1638_g	712_g	514_g	3656_g	530_g	493_g	1613_g	*
7	7	0.0581	25_g	6835_g	2025_g	148_g	2064_g	1982_g	1079_g	*
7	7	0.0579	86_g	4392_g	931_g	342_g	971_g	915_g	317_g	*
7	7	0.0571	55_g	7216_g	*	4192_g	4040_g	3949_g	2120_g	7318_g
7	7	0.0559	1139_g	961_g	4168_g	3128_g	4265_g	4182_g	3624_g	*
7	7	0.0554	1881_g	3570_g	3951_g	4189_g	4034_g	3945_g	2123_g	*
7	7	0.0551	339_g	2143_g	1813_g	1366_g	1856_g	1780_g	2475_g	*
7	7	0.0549	1095_g	4221_g	4558_g	2719_g	4673_g	4567_g	3910_g	*
7	7	0.0547	212_g	2914_g	3473_g	5164_g	3554_g	3467_g	3018_g	*
7	7	0.0543	1227_g	1266_g	2057_g	181_g	2102_g	2016_g	1111_g	*
7	7	0.0533	876_g	3430_g	1872_g	1307_g	1913_g	1836_g	2424_g	*
7	7	0.0527	1617_g	3397_g	904_g	369_g	942_g	886_g	288_g	*
7	7	0.0525	259_g	684_g	2232_g	2217_g	2292_g	2189_g	1286_g	*
7	7	0.0506	1377_g	7178_g	4522_g	2681_g	4636_g	4530_g	3944_g	*
7	7	0.0499	1372_g	3729_g	4587_g	2745_g	4697_g	4592_g	3886_g	*
